Year,Rank,University,Score,Link,Country,City,Region,Logo
2017,141,universit„© pierre et marie curie (upmc),56,https://www.topuniversities.com/universities/universite-pierre-et-marie-curie-upmc,France,Paris,https://www.topuniversities.com/sites/default/files/universit-pierre-et-marie-curie-upmc_487_small.jpg,Europe
2017,154,universit„© catholique de louvain (uclouvain),53,https://www.topuniversities.com/universities/universite-catholique-de-louvain-uclouvain,Belgium,Louvain-la-Neuve,https://www.topuniversities.com/sites/default/files/universit-catholique-de-louvain-uclouvain_592560cf2aeae70239af4aed_small.jpg,Europe
2017,315,universit„© de li„®ge,36,https://www.topuniversities.com/universities/universite-de-liege,Belgium,Arlon,https://www.topuniversities.com/sites/default/files/universit-de-lige_592560cf2aeae70239af4bd9_small.jpg,Europe
2017,327,universit„© de montpellier,35,https://www.topuniversities.com/universities/universite-de-montpellier,France,Montpellier,https://www.topuniversities.com/sites/default/files/universit-de-montpellier_592560e69988f300e2321d99_small.jpg,Europe
2017,126,universit„© de montr„©al ,59,https://www.topuniversities.com/universities/universite-de-montreal,Canada,Montreal,https://www.topuniversities.com/sites/default/files/universit-de-montral_417_small.jpg,North America
2017,260,universit„© de strasbourg,40,https://www.topuniversities.com/universities/universite-de-strasbourg,France,Strasbourg,https://www.topuniversities.com/sites/default/files/universit-de-strasbourg_578_small.jpg,Europe
2017,98,uppsala university,63,https://www.topuniversities.com/universities/uppsala-university,Sweden,Uppsala,https://www.topuniversities.com/sites/default/files/uppsala-university_643_small.jpg,Europe
2017,104,utrecht university,62,https://www.topuniversities.com/universities/utrecht-university,Netherlands,Utrecht,https://www.topuniversities.com/sites/default/files/utrecht-university_646_small.jpg,Europe
2017,382,v. n. karazin kharkiv national university,31,https://www.topuniversities.com/universities/v-n-karazin-kharkiv-national-university,Ukraine,Kharkiv,https://www.topuniversities.com/sites/default/files/v.-n.-karazin-kharkiv-national-university_19511_small.jpg,Europe
2017,203,vanderbilt university,46,https://www.topuniversities.com/universities/vanderbilt-university,United States,Nashville,https://www.topuniversities.com/sites/default/files/vanderbilt-university_649_small.jpg,North America
2017,228,victoria university of wellington,43,https://www.topuniversities.com/universities/victoria-university-wellington,New Zealand,"Kelburn,Oceania, Wellington"
2017,361,virginia polytechnic institute and state university,32,https://www.topuniversities.com/universities/virginia-polytechnic-institute-state-university,United States,Blacksburg,https://www.topuniversities.com/sites/default/files/virginia-polytechnic-institute-and-state-university_592560cf2aeae70239af4d15_small.jpg,North America
2017,199,vrije universiteit amsterdam,47,https://www.topuniversities.com/universities/vrije-universiteit-amsterdam,Netherlands,Amsterdam,https://www.topuniversities.com/sites/default/files/vrije-universiteit-amsterdam_658_small.jpg,Europe
2017,182,vrije universiteit brussel (vub),49,https://www.topuniversities.com/universities/vrije-universiteit-brussel-vub,Belgium,Brussels,https://www.topuniversities.com/sites/default/files/vrije-universiteit-brussel-vub_74_small.jpg,Europe
2017,119,wageningen university & research,59,https://www.topuniversities.com/universities/wageningen-university-research,Netherlands,Wageningen,https://www.topuniversities.com/sites/default/files/wageningen-university_659_small.jpg,Europe
2017,201,waseda university,47,https://www.topuniversities.com/universities/waseda-university,Japan,Tokyo,https://www.topuniversities.com/sites/default/files/waseda-university_592560cf2aeae70239af4d1c_small.jpg,Asia
2017,395,washington state university,31,https://www.topuniversities.com/universities/washington-state-university,United States,Pullman,https://www.topuniversities.com/sites/default/files/washington-state-university_666_small.jpg,North America
2017,106,washington university in st. louis,62,https://www.topuniversities.com/universities/washington-university-st-louis,United States,St. Louis,https://www.topuniversities.com/sites/default/files/washington-university-in-st.-louis_668_small.jpg,North America
2017,198,western university,47,https://www.topuniversities.com/universities/western-university,Canada,London,https://www.topuniversities.com/sites/default/files/the-university-of-western-ontario_674_small.jpg,North America
2017,294,westf„§lische wilhelms-universit„§t m„ºnster ,37,https://www.topuniversities.com/universities/westfalische-wilhelms-universitat-munster,Germany,M√ºnster,https://www.topuniversities.com/sites/default/files/westflische-wilhelms-universitt-mnster_421_small.jpg,Europe
2017,275,wuhan university,38,https://www.topuniversities.com/universities/wuhan-university,China (Mainland),Wuhan,https://www.topuniversities.com/sites/default/files/wuhan-university_889_small.jpg,Asia
2017,318,xi‚Äôan jiaotong university,36,https://www.topuniversities.com/universities/xian-jiaotong-university,China (Mainland),Xi'an,https://www.topuniversities.com/sites/default/files/xian-jiaotong-university_683_small.jpg,Asia
2017,15,yale university,91,https://www.topuniversities.com/universities/yale-university,United States,New Haven,https://www.topuniversities.com/sites/default/files/yale-university_684_small.jpg,North America
2017,330,yeshiva university,35,https://www.topuniversities.com/universities/yeshiva-university,United States,New York City,https://www.topuniversities.com/sites/default/files/the-katz-school-at-yeshiva-university_685_small.jpg,North America
2017,112,yonsei university,61,https://www.topuniversities.com/universities/yonsei-university,South Korea,Seoul,https://www.topuniversities.com/sites/default/files/yonsei-university_688_small.jpg,Asia
2017,110,zhejiang university,62,https://www.topuniversities.com/universities/zhejiang-university,China (Mainland),Hangzhou,https://www.topuniversities.com/sites/default/files/zhejiang-university_592560cf2aeae70239af4d37_small.jpg,Asia
2017,177,„âcole normale sup„©rieure de lyon,50,https://www.topuniversities.com/universities/ecole-normale-superieure-de-lyon,France,Lyon,https://www.topuniversities.com/sites/default/files/cole-normale-suprieure-de-lyon_175_small.jpg,Europe
